Entity,Code,Year,Annual CO₂ emissions (per capita)
Libya,LBY,1972,7.5615997
Libya,LBY,1973,6.9928937
Libya,LBY,1974,4.284366
Libya,LBY,1975,5.047632
Libya,LBY,1976,7.410788
Libya,LBY,1977,7.9464045
Libya,LBY,1978,7.9052353
Libya,LBY,1979,9.203801
Libya,LBY,1980,9.039166
Libya,LBY,1981,9.212014
Libya,LBY,1982,9.360119
Libya,LBY,1983,8.805369
Libya,LBY,1984,7.932615
Libya,LBY,1985,8.414631
Libya,LBY,1986,8.919597
Libya,LBY,1987,8.269089
Libya,LBY,1988,8.991581
Libya,LBY,1989,8.975328
Libya,LBY,1990,8.617864
Libya,LBY,1991,9.815765
Libya,LBY,1992,8.329778
Libya,LBY,1993,8.516736
Libya,LBY,1994,9.426781
Libya,LBY,1995,9.653353
Libya,LBY,1996,9.23521
Libya,LBY,1997,9.282535
Libya,LBY,1998,9.196529
Libya,LBY,1999,8.907577
Libya,LBY,2000,9.217616
Libya,LBY,2001,9.185638
Libya,LBY,2002,8.914572
Libya,LBY,2003,8.925975
Libya,LBY,2004,8.901691
Libya,LBY,2005,9.761676
Libya,LBY,2006,8.915525
Libya,LBY,2007,8.1968155
Libya,LBY,2008,8.604275
Libya,LBY,2009,8.352162
Libya,LBY,2010,9.3427105
Libya,LBY,2011,7.95271
Libya,LBY,2012,9.417357
Libya,LBY,2013,7.260939
Libya,LBY,2014,9.938411
Libya,LBY,2015,8.809524
Libya,LBY,2016,8.221544
Libya,LBY,2017,8.377983
Libya,LBY,2018,8.338614
Libya,LBY,2019,10.540814
Libya,LBY,2020,8.801566
Libya,LBY,2021,11.064882
Liechtenstein,LIE,1990,6.911355
Liechtenstein,LIE,1991,7.067998
Liechtenstein,LIE,1992,6.989901
Liechtenstein,LIE,1993,7.159209
Liechtenstein,LIE,1994,6.6007285
Liechtenstein,LIE,1995,6.606341
Liechtenstein,LIE,1996,6.567393
Liechtenstein,LIE,1997,6.86825
Liechtenstein,LIE,1998,7.1170135
Liechtenstein,LIE,1999,6.941573
Liechtenstein,LIE,2000,6.560779
Liechtenstein,LIE,2001,6.4268904
Liechtenstein,LIE,2002,6.5252385
Liechtenstein,LIE,2003,6.741175
Liechtenstein,LIE,2004,6.6827188
Liechtenstein,LIE,2005,6.612932
Liechtenstein,LIE,2006,6.619723
Liechtenstein,LIE,2007,5.7076178
Liechtenstein,LIE,2008,6.1972055
Liechtenstein,LIE,2009,5.752962
Liechtenstein,LIE,2010,5.3085012
Liechtenstein,LIE,2011,4.8817277
Liechtenstein,LIE,2012,5.073783
Liechtenstein,LIE,2013,5.2270875
Liechtenstein,LIE,2014,4.3442616
Liechtenstein,LIE,2015,4.2745466
Liechtenstein,LIE,2016,3.9818761
Liechtenstein,LIE,2017,4.108266
Liechtenstein,LIE,2018,3.7416568
Liechtenstein,LIE,2019,3.8708053
Liechtenstein,LIE,2020,3.661295
Liechtenstein,LIE,2021,3.8647652
Lithuania,LTU,1830,0.00021177702
Lithuania,LTU,1831,0.0002502128
Lithuania,LTU,1832,0.00016473809
Lithuania,LTU,1833,0.00020265832
Lithuania,LTU,1850,0.0009773078
Lithuania,LTU,1855,0.0027545798
Lithuania,LTU,1858,0.0037005243
Lithuania,LTU,1859,0.0038673317
Lithuania,LTU,1860,0.005036124
Lithuania,LTU,1861,0.0063035404
Lithuania,LTU,1862,0.005603718
Lithuania,LTU,1863,0.005781973
Lithuania,LTU,1864,0.0063904813
Lithuania,LTU,1865,0.0060186326
Lithuania,LTU,1866,0.018739963
Lithuania,LTU,1867,0.021191744
Lithuania,LTU,1868,0.017373476
Lithuania,LTU,1869,0.023223441
Lithuania,LTU,1870,0.024834111
Lithuania,LTU,1871,0.03303751
Lithuania,LTU,1872,0.03342129
Lithuania,LTU,1873,0.0309097
Lithuania,LTU,1874,0.036970705
Lithuania,LTU,1875,0.04193068
Lithuania,LTU,1876,0.05129777
Lithuania,LTU,1877,0.051586565
Lithuania,LTU,1878,0.06643328
Lithuania,LTU,1879,0.06717049
Lithuania,LTU,1880,0.07764632
Lithuania,LTU,1881,0.08058818
Lithuania,LTU,1882,0.08364374
Lithuania,LTU,1883,0.09381058
Lithuania,LTU,1884,0.09385402
Lithuania,LTU,1885,0.10073437
Lithuania,LTU,1886,0.10180561
Lithuania,LTU,1887,0.10615312
Lithuania,LTU,1888,0.10910801
Lithuania,LTU,1889,0.11611031
Lithuania,LTU,1890,0.12957036
Lithuania,LTU,1891,0.14057766
Lithuania,LTU,1892,0.14662963
Lithuania,LTU,1893,0.16935493
Lithuania,LTU,1894,0.1699657
Lithuania,LTU,1895,0.19244136
Lithuania,LTU,1896,0.19304194
Lithuania,LTU,1897,0.21993467
Lithuania,LTU,1898,0.2430599
Lithuania,LTU,1899,0.27784923
Lithuania,LTU,1900,0.31014967
Lithuania,LTU,1901,0.31375948
Lithuania,LTU,1902,0.29861313
Lithuania,LTU,1903,0.28783178
Lithuania,LTU,1904,0.3155569
Lithuania,LTU,1905,0.2775576
Lithuania,LTU,1906,0.31196034
Lithuania,LTU,1907,0.34431767
Lithuania,LTU,1908,0.34136698
Lithuania,LTU,1909,0.35808465
Lithuania,LTU,1910,0.35181504
Lithuania,LTU,1911,0.36839154
Lithuania,LTU,1912,0.42495465
Lithuania,LTU,1913,0.47416094
Lithuania,LTU,1914,0.43955153
Lithuania,LTU,1915,0.41439548
Lithuania,LTU,1916,0.45365772
Lithuania,LTU,1917,0.42884097
Lithuania,LTU,1918,0.17567332
Lithuania,LTU,1919,0.15309486
Lithuania,LTU,1920,0.14143878
Lithuania,LTU,1921,0.15429513
Lithuania,LTU,1922,0.18793552
Lithuania,LTU,1923,0.20589514
Lithuania,LTU,1924,0.24328725
Lithuania,LTU,1925,0.23814571
Lithuania,LTU,1926,0.34221146
Lithuania,LTU,1927,0.42196143
Lithuania,LTU,1928,0.46090415
Lithuania,LTU,1929,0.49332836
Lithuania,LTU,1930,0.66992956
Lithuania,LTU,1931,0.8021791
Lithuania,LTU,1932,0.9003246
Lithuania,LTU,1933,1.0060412
Lithuania,LTU,1934,1.2148675
Lithuania,LTU,1935,1.3722436
Lithuania,LTU,1936,1.5699453
Lithuania,LTU,1937,1.6054767
Lithuania,LTU,1938,1.6933033
Lithuania,LTU,1939,1.7114522
Lithuania,LTU,1940,2.04642
Lithuania,LTU,1941,1.793474
Lithuania,LTU,1942,0.9778564
Lithuania,LTU,1943,1.016015
Lithuania,LTU,1944,1.466867
Lithuania,LTU,1945,1.540372
Lithuania,LTU,1946,1.7194182
Lithuania,LTU,1947,2.0593126
Lithuania,LTU,1948,2.1782272
Lithuania,LTU,1949,2.462637
Lithuania,LTU,1950,2.7277205
Lithuania,LTU,1951,2.9256992
Lithuania,LTU,1952,3.102165
Lithuania,LTU,1953,3.248196
Lithuania,LTU,1954,3.5079923
Lithuania,LTU,1955,3.93471
Lithuania,LTU,1956,4.2695208
Lithuania,LTU,1957,4.616505
Lithuania,LTU,1958,4.865606
Lithuania,LTU,1959,5.0473876
Lithuania,LTU,1960,5.183731
Lithuania,LTU,1961,5.276139
Lithuania,LTU,1962,5.4747005
Lithuania,LTU,1963,5.8091674
Lithuania,LTU,1964,6.1119227
Lithuania,LTU,1965,6.4149523
Lithuania,LTU,1966,6.707218
Lithuania,LTU,1967,6.950681
Lithuania,LTU,1968,7.0821443
Lithuania,LTU,1969,7.3083014
Lithuania,LTU,1970,7.6127863
Lithuania,LTU,1971,8.010785
Lithuania,LTU,1972,8.360461
Lithuania,LTU,1973,8.649797
Lithuania,LTU,1974,8.915235
Lithuania,LTU,1975,9.300954
Lithuania,LTU,1976,9.577292
Lithuania,LTU,1977,9.8215885
Lithuania,LTU,1978,10.08076
Lithuania,LTU,1979,10.07772
Lithuania,LTU,1980,10.388034
Lithuania,LTU,1981,10.127121
Lithuania,LTU,1982,10.233826
Lithuania,LTU,1983,10.299133
Lithuania,LTU,1984,10.309028
Lithuania,LTU,1985,11.019216
Lithuania,LTU,1986,9.730685
Lithuania,LTU,1987,9.657605
Lithuania,LTU,1988,9.703125
Lithuania,LTU,1989,9.750455
Lithuania,LTU,1990,9.44774
Lithuania,LTU,1991,9.9777775
Lithuania,LTU,1992,5.5855803
Lithuania,LTU,1993,4.3166447
Lithuania,LTU,1994,4.1907725
Lithuania,LTU,1995,4.0273476
Lithuania,LTU,1996,4.2378683
Lithuania,LTU,1997,4.1127934
Lithuania,LTU,1998,4.373351
Lithuania,LTU,1999,3.7102818
Lithuania,LTU,2000,3.299331
Lithuania,LTU,2001,3.5467865
Lithuania,LTU,2002,3.6120267
Lithuania,LTU,2003,3.6581442
Lithuania,LTU,2004,3.8822336
Lithuania,LTU,2005,4.184753
Lithuania,LTU,2006,4.343772
Lithuania,LTU,2007,4.8355875
Lithuania,LTU,2008,4.7153907
Lithuania,LTU,2009,4.101024
Lithuania,LTU,2010,4.4429817
Lithuania,LTU,2011,4.610886
Lithuania,LTU,2012,4.684262
Lithuania,LTU,2013,4.410545
Lithuania,LTU,2014,4.376761
Lithuania,LTU,2015,4.494177
Lithuania,LTU,2016,4.551006
Lithuania,LTU,2017,4.672769
Lithuania,LTU,2018,4.7603407
Lithuania,LTU,2019,4.886943
Lithuania,LTU,2020,4.8410826
Lithuania,LTU,2021,4.981188
Low-income countries,,1750,0
Low-income countries,,1760,0
Low-income countries,,1770,0
Low-income countries,,1780,0
Low-income countries,,1790,0
Low-income countries,,1800,0
Low-income countries,,1801,0
Low-income countries,,1802,0
Low-income countries,,1803,0
Low-income countries,,1804,0
Low-income countries,,1805,0
Low-income countries,,1806,0
Low-income countries,,1807,0
Low-income countries,,1808,0
Low-income countries,,1809,0
Low-income countries,,1810,0
Low-income countries,,1811,0
Low-income countries,,1812,0
Low-income countries,,1813,0
Low-income countries,,1814,0
Low-income countries,,1815,0
Low-income countries,,1816,0
Low-income countries,,1817,0
Low-income countries,,1818,0
Low-income countries,,1819,0
Low-income countries,,1820,0
Low-income countries,,1821,0
Low-income countries,,1822,0
Low-income countries,,1823,0
Low-income countries,,1824,0
Low-income countries,,1825,0
Low-income countries,,1826,0
Low-income countries,,1827,0
Low-income countries,,1828,0
Low-income countries,,1829,0
Low-income countries,,1830,0
Low-income countries,,1831,0
Low-income countries,,1832,0
Low-income countries,,1833,0
Low-income countries,,1834,0
Low-income countries,,1835,0
Low-income countries,,1836,0
Low-income countries,,1837,0
Low-income countries,,1838,0
Low-income countries,,1839,0
Low-income countries,,1840,0
Low-income countries,,1841,0
Low-income countries,,1842,0
Low-income countries,,1843,0
Low-income countries,,1844,0
Low-income countries,,1845,0
Low-income countries,,1846,0
Low-income countries,,1847,0
Low-income countries,,1848,0
Low-income countries,,1849,0
Low-income countries,,1850,0
Low-income countries,,1851,0
Low-income countries,,1852,0
Low-income countries,,1853,0
Low-income countries,,1854,0
Low-income countries,,1855,0
Low-income countries,,1856,0
Low-income countries,,1857,0
Low-income countries,,1858,0
Low-income countries,,1859,0
Low-income countries,,1860,0
Low-income countries,,1861,0
Low-income countries,,1862,0
Low-income countries,,1863,0
Low-income countries,,1864,0
Low-income countries,,1865,0
Low-income countries,,1866,0
Low-income countries,,1867,0
Low-income countries,,1868,0
Low-income countries,,1869,0
Low-income countries,,1870,0
Low-income countries,,1871,0
Low-income countries,,1872,0
Low-income countries,,1873,0
Low-income countries,,1874,0
Low-income countries,,1875,0
Low-income countries,,1876,0
Low-income countries,,1877,0
Low-income countries,,1878,0
Low-income countries,,1879,0
Low-income countries,,1880,0
Low-income countries,,1881,0
Low-income countries,,1882,0
Low-income countries,,1883,0
Low-income countries,,1884,0
Low-income countries,,1885,0
Low-income countries,,1886,0
Low-income countries,,1887,0
Low-income countries,,1888,0
Low-income countries,,1889,0
Low-income countries,,1890,0
Low-income countries,,1891,0
Low-income countries,,1892,0
Low-income countries,,1893,0
Low-income countries,,1894,0
Low-income countries,,1895,0
Low-income countries,,1896,0
Low-income countries,,1897,0
Low-income countries,,1898,0
Low-income countries,,1899,0
Low-income countries,,1900,0
Low-income countries,,1901,0
Low-income countries,,1902,0
Low-income countries,,1903,0
Low-income countries,,1904,0
Low-income countries,,1905,0.00017343998
Low-income countries,,1906,0
Low-income countries,,1907,0
Low-income countries,,1908,0
Low-income countries,,1909,0.0018562265
Low-income countries,,1910,0.0023229446
Low-income countries,,1911,0.002739587
Low-income countries,,1912,0.0034025232
Low-income countries,,1913,0.003923906
Low-income countries,,1914,0.005564497
Low-income countries,,1915,0.0068837604
Low-income countries,,1916,0.005669374
Low-income countries,,1917,0
Low-income countries,,1918,0.0054749674
Low-income countries,,1919,0.0064239088
Low-income countries,,1920,0.008319451
Low-income countries,,1921,0.008942117
Low-income countries,,1922,0.009926715
Low-income countries,,1923,0.012565725
Low-income countries,,1924,0.013687437
Low-income countries,,1925,0.01982308
Low-income countries,,1926,0.021792032
Low-income countries,,1927,0.022794766
Low-income countries,,1928,0.025994679
Low-income countries,,1929,0.029316384
Low-income countries,,1930,0.028563721
Low-income countries,,1931,0.028310617
Low-income countries,,1932,0.031089783
Low-income countries,,1933,0.035543244
Low-income countries,,1934,0.046898555
Low-income countries,,1935,0.054436978
Low-income countries,,1936,0.06336014
Low-income countries,,1937,0.06813471
Low-income countries,,1938,0.089576535
Low-income countries,,1939,0.115119115
Low-income countries,,1940,0.14534183
Low-income countries,,1941,0.16032553
Low-income countries,,1942,0.17520998
Low-income countries,,1943,0.16856547
Low-income countries,,1944,0.17503735
Low-income countries,,1945,0.0029068755
Low-income countries,,1946,0.004259113
Low-income countries,,1947,0.0044375346
Low-income countries,,1948,0.016710186
Low-income countries,,1949,0.021037158
Low-income countries,,1950,0.046265423
Low-income countries,,1951,0.05031152
Low-income countries,,1952,0.056273814
Low-income countries,,1953,0.06595533
Low-income countries,,1954,0.13167165
Low-income countries,,1955,0.15090416
Low-income countries,,1956,0.16231973
Low-income countries,,1957,0.18988729
Low-income countries,,1958,0.21154182
Low-income countries,,1959,0.24659409
Low-income countries,,1960,0.2882139
Low-income countries,,1961,0.29700592
Low-income countries,,1962,0.32736522
Low-income countries,,1963,0.33275625
Low-income countries,,1964,0.35684457
Low-income countries,,1965,0.4109504
Low-income countries,,1966,0.43236423
Low-income countries,,1967,0.45229122
Low-income countries,,1968,0.5590136
Low-income countries,,1969,0.5560643
Low-income countries,,1970,0.5836112
Low-income countries,,1971,0.7725722
Low-income countries,,1972,0.6470957
Low-income countries,,1973,0.6815677
Low-income countries,,1974,0.69576603
Low-income countries,,1975,0.7069804
Low-income countries,,1976,0.70709354
Low-income countries,,1977,0.71749467
Low-income countries,,1978,0.67732036
Low-income countries,,1979,0.7113314
Low-income countries,,1980,0.7082095
Low-income countries,,1981,0.71925104
Low-income countries,,1982,0.7045161
Low-income countries,,1983,0.7418304
Low-income countries,,1984,0.7797412
Low-income countries,,1985,0.7930386
Low-income countries,,1986,0.8253834
Low-income countries,,1987,0.8939663
Low-income countries,,1988,0.96765643
Low-income countries,,1989,0.9678966
Low-income countries,,1990,0.6430918
Low-income countries,,1991,0.6195843
Low-income countries,,1992,0.552751
Low-income countries,,1993,0.5110507
Low-income countries,,1994,0.47691545
Low-income countries,,1995,0.4404966
Low-income countries,,1996,0.40722045
Low-income countries,,1997,0.40186143
Low-income countries,,1998,0.3916093
Low-income countries,,1999,0.40668035
Low-income countries,,2000,0.40887776
Low-income countries,,2001,0.4066641
Low-income countries,,2002,0.3684959
Low-income countries,,2003,0.40910244
Low-income countries,,2004,0.40461367
Low-income countries,,2005,0.4030595
Low-income countries,,2006,0.40813345
Low-income countries,,2007,0.40578717
Low-income countries,,2008,0.42029995
Low-income countries,,2009,0.37840086
Low-income countries,,2010,0.36663198
Low-income countries,,2011,0.33263656
Low-income countries,,2012,0.3107063
Low-income countries,,2013,0.28134933
Low-income countries,,2014,0.29096657
Low-income countries,,2015,0.2558413
Low-income countries,,2016,0.25414184
Low-income countries,,2017,0.301274
Low-income countries,,2018,0.28580064
Low-income countries,,2019,0.29505387
Low-income countries,,2020,0.2816485
Low-income countries,,2021,0.28447062
Lower-middle-income countries,,1750,0
Lower-middle-income countries,,1760,0
Lower-middle-income countries,,1770,0
Lower-middle-income countries,,1780,0
Lower-middle-income countries,,1790,0
Lower-middle-income countries,,1800,0
Lower-middle-income countries,,1801,0
Lower-middle-income countries,,1802,0
Lower-middle-income countries,,1803,0
Lower-middle-income countries,,1804,0
Lower-middle-income countries,,1805,0
Lower-middle-income countries,,1806,0
Lower-middle-income countries,,1807,0
Lower-middle-income countries,,1808,0
Lower-middle-income countries,,1809,0
Lower-middle-income countries,,1810,0
Lower-middle-income countries,,1811,0
Lower-middle-income countries,,1812,0
Lower-middle-income countries,,1813,0
Lower-middle-income countries,,1814,0
Lower-middle-income countries,,1815,0
Lower-middle-income countries,,1816,0
Lower-middle-income countries,,1817,0
Lower-middle-income countries,,1818,0
Lower-middle-income countries,,1819,0
Lower-middle-income countries,,1820,0
Lower-middle-income countries,,1821,0
Lower-middle-income countries,,1822,0
Lower-middle-income countries,,1823,0
Lower-middle-income countries,,1824,0
Lower-middle-income countries,,1825,0
Lower-middle-income countries,,1826,0
Lower-middle-income countries,,1827,0
Lower-middle-income countries,,1828,0
Lower-middle-income countries,,1829,0
Lower-middle-income countries,,1830,0.000011615324
Lower-middle-income countries,,1831,0.000013873905
Lower-middle-income countries,,1832,0.000009205089
Lower-middle-income countries,,1833,0.000011453081
Lower-middle-income countries,,1834,0
Lower-middle-income countries,,1835,0
Lower-middle-income countries,,1836,0
Lower-middle-income countries,,1837,0
Lower-middle-income countries,,1838,0
Lower-middle-income countries,,1839,0
Lower-middle-income countries,,1840,0
Lower-middle-income countries,,1841,0
Lower-middle-income countries,,1842,0
Lower-middle-income countries,,1843,0
Lower-middle-income countries,,1844,0
Lower-middle-income countries,,1845,0
Lower-middle-income countries,,1846,0
Lower-middle-income countries,,1847,0
Lower-middle-income countries,,1848,0
Lower-middle-income countries,,1849,0
Lower-middle-income countries,,1850,0.00006526145
Lower-middle-income countries,,1851,0
Lower-middle-income countries,,1852,0
Lower-middle-income countries,,1853,0
Lower-middle-income countries,,1854,0
Lower-middle-income countries,,1855,0.00019294523
Lower-middle-income countries,,1856,0
Lower-middle-income countries,,1857,0
Lower-middle-income countries,,1858,0.0012174059
Lower-middle-income countries,,1859,0.0018072624
Lower-middle-income countries,,1860,0.0019035429
Lower-middle-income countries,,1861,0.0016468324
Lower-middle-income countries,,1862,0.0017173877
Lower-middle-income countries,,1863,0.0018674294
Lower-middle-income countries,,1864,0.0018324644
Lower-middle-income countries,,1865,0.0017776979
Lower-middle-income countries,,1866,0.0029302477
Lower-middle-income countries,,1867,0.0016600932
Lower-middle-income countries,,1868,0.0013733401
Lower-middle-income countries,,1869,0.0018531347
Lower-middle-income countries,,1870,0.0020010804
Lower-middle-income countries,,1871,0.0026891853
Lower-middle-income countries,,1872,0.002749001
Lower-middle-income countries,,1873,0.0025700617
Lower-middle-income countries,,1874,0.0031074337
Lower-middle-income countries,,1875,0.003562488
Lower-middle-income countries,,1876,0.0044054524
Lower-middle-income countries,,1877,0.004478412
Lower-middle-income countries,,1878,0.009690521
Lower-middle-income countries,,1879,0.0096160285
Lower-middle-income countries,,1880,0.011022671
Lower-middle-income countries,,1881,0.011213536
Lower-middle-income countries,,1882,0.012271201
Lower-middle-income countries,,1883,0.013720861
Lower-middle-income countries,,1884,0.014336077
Lower-middle-income countries,,1885,0.014409561
Lower-middle-income countries,,1886,0.015161285
Lower-middle-income countries,,1887,0.01617064
Lower-middle-income countries,,1888,0.017143983
Lower-middle-income countries,,1889,0.019053401
Lower-middle-income countries,,1890,0.021197302
Lower-middle-income countries,,1891,0.022990571
Lower-middle-income countries,,1892,0.025333218
Lower-middle-income countries,,1893,0.029527798
Lower-middle-income countries,,1894,0.029287277
Lower-middle-income countries,,1895,0.034708764
Lower-middle-income countries,,1896,0.036523513
Lower-middle-income countries,,1897,0.04139602
Lower-middle-income countries,,1898,0.04617427
Lower-middle-income countries,,1899,0.051495638
Lower-middle-income countries,,1900,0.058260888
Lower-middle-income countries,,1901,0.06296816
Lower-middle-income countries,,1902,0.062341057
Lower-middle-income countries,,1903,0.06485074
Lower-middle-income countries,,1904,0.07212512
Lower-middle-income countries,,1905,0.07009805
Lower-middle-income countries,,1906,0.0790867
Lower-middle-income countries,,1907,0.08799235
Lower-middle-income countries,,1908,0.09369392
Lower-middle-income countries,,1909,0.09484525
Lower-middle-income countries,,1910,0.09310057
Lower-middle-income countries,,1911,0.09738237
Lower-middle-income countries,,1912,0.10734752
Lower-middle-income countries,,1913,0.117412165
Lower-middle-income countries,,1914,0.11486852
Lower-middle-income countries,,1915,0.11385812
Lower-middle-income countries,,1916,0.11975957
Lower-middle-income countries,,1917,0.12127048
Lower-middle-income countries,,1918,0.106829226
Lower-middle-income countries,,1919,0.112301
Lower-middle-income countries,,1920,0.100165375
Lower-middle-income countries,,1921,0.10979797
Lower-middle-income countries,,1922,0.11263106
Lower-middle-income countries,,1923,0.12154394
Lower-middle-income countries,,1924,0.13353728
Lower-middle-income countries,,1925,0.1341245
Lower-middle-income countries,,1926,0.14326435
Lower-middle-income countries,,1927,0.15800829
Lower-middle-income countries,,1928,0.16997182
Lower-middle-income countries,,1929,0.17773272
Lower-middle-income countries,,1930,0.1922476
Lower-middle-income countries,,1931,0.1900407
Lower-middle-income countries,,1932,0.19335943
Lower-middle-income countries,,1933,0.20228472
Lower-middle-income countries,,1934,0.22626127
Lower-middle-income countries,,1935,0.23926805
Lower-middle-income countries,,1936,0.257047
Lower-middle-income countries,,1937,0.2776167
Lower-middle-income countries,,1938,0.28974408
Lower-middle-income countries,,1939,0.29023695
Lower-middle-income countries,,1940,0.3125579
Lower-middle-income countries,,1941,0.28419843
Lower-middle-income countries,,1942,0.20818958
Lower-middle-income countries,,1943,0.21452947
Lower-middle-income countries,,1944,0.24755955
Lower-middle-income countries,,1945,0.26571104
Lower-middle-income countries,,1946,0.2845355
Lower-middle-income countries,,1947,0.31672642
Lower-middle-income countries,,1948,0.36087376
Lower-middle-income countries,,1949,0.4012865
Lower-middle-income countries,,1950,0.4478606
Lower-middle-income countries,,1951,0.3659926
Lower-middle-income countries,,1952,0.38316026
Lower-middle-income countries,,1953,0.39086255
Lower-middle-income countries,,1954,0.41072693
Lower-middle-income countries,,1955,0.4690396
Lower-middle-income countries,,1956,0.4979179
Lower-middle-income countries,,1957,0.52904385
Lower-middle-income countries,,1958,0.551778
Lower-middle-income countries,,1959,0.5652528
Lower-middle-income countries,,1960,0.59348726
Lower-middle-income countries,,1961,0.6039453
Lower-middle-income countries,,1962,0.62241143
Lower-middle-income countries,,1963,0.6528399
Lower-middle-income countries,,1964,0.67427564
Lower-middle-income countries,,1965,0.7126319
Lower-middle-income countries,,1966,0.7429172
Lower-middle-income countries,,1967,0.7496085
Lower-middle-income countries,,1968,0.77751374
Lower-middle-income countries,,1969,0.7953512
Lower-middle-income countries,,1970,0.83078355
Lower-middle-income countries,,1971,0.86922103
Lower-middle-income countries,,1972,0.90377384
Lower-middle-income countries,,1973,0.9511565
Lower-middle-income countries,,1974,0.96791756
Lower-middle-income countries,,1975,0.9789673
Lower-middle-income countries,,1976,1.0102739
Lower-middle-income countries,,1977,1.0376426
Lower-middle-income countries,,1978,1.0585611
Lower-middle-income countries,,1979,1.0585588
Lower-middle-income countries,,1980,1.0534565
Lower-middle-income countries,,1981,1.0214006
Lower-middle-income countries,,1982,1.0314817
Lower-middle-income countries,,1983,1.0450267
Lower-middle-income countries,,1984,1.0506366
Lower-middle-income countries,,1985,1.0996761
Lower-middle-income countries,,1986,1.0895299
Lower-middle-income countries,,1987,1.0917172
Lower-middle-income countries,,1988,1.1113153
Lower-middle-income countries,,1989,1.0824659
Lower-middle-income countries,,1990,1.1070032
Lower-middle-income countries,,1991,1.0906892
Lower-middle-income countries,,1992,1.0914103
Lower-middle-income countries,,1993,1.0668458
Lower-middle-income countries,,1994,1.0334257
Lower-middle-income countries,,1995,1.0404003
Lower-middle-income countries,,1996,1.0604516
Lower-middle-income countries,,1997,1.0688807
Lower-middle-income countries,,1998,1.0617328
Lower-middle-income countries,,1999,1.1031574
Lower-middle-income countries,,2000,1.126289
Lower-middle-income countries,,2001,1.1435593
Lower-middle-income countries,,2002,1.1520673
Lower-middle-income countries,,2003,1.1832296
Lower-middle-income countries,,2004,1.2212217
Lower-middle-income countries,,2005,1.254164
Lower-middle-income countries,,2006,1.2898264
Lower-middle-income countries,,2007,1.3432422
Lower-middle-income countries,,2008,1.3673365
Lower-middle-income countries,,2009,1.4043957
Lower-middle-income countries,,2010,1.4573702
Lower-middle-income countries,,2011,1.5220084
Lower-middle-income countries,,2012,1.5757812
Lower-middle-income countries,,2013,1.5788783
Lower-middle-income countries,,2014,1.6281478
Lower-middle-income countries,,2015,1.6593683
Lower-middle-income countries,,2016,1.7114232
Lower-middle-income countries,,2017,1.7472194
Lower-middle-income countries,,2018,1.812821
Lower-middle-income countries,,2019,1.8525372
Lower-middle-income countries,,2020,1.7476687
Lower-middle-income countries,,2021,1.8348254
Luxembourg,LUX,1945,0.08557071
Luxembourg,LUX,1946,0.12246638
Luxembourg,LUX,1947,0.14722455
Luxembourg,LUX,1948,0.1720756
Luxembourg,LUX,1949,0.19670783
Luxembourg,LUX,1950,25.014633
Luxembourg,LUX,1951,30.210049
Luxembourg,LUX,1952,31.331244
Luxembourg,LUX,1953,28.67729
Luxembourg,LUX,1954,28.934362
Luxembourg,LUX,1955,32.35407
Luxembourg,LUX,1956,33.744488
Luxembourg,LUX,1957,35.089443
Luxembourg,LUX,1958,32.474606
Luxembourg,LUX,1959,33.341896
Luxembourg,LUX,1960,36.629093
Luxembourg,LUX,1961,36.580036
Luxembourg,LUX,1962,36.08063
Luxembourg,LUX,1963,35.410664
Luxembourg,LUX,1964,37.673428
Luxembourg,LUX,1965,36.971375
Luxembourg,LUX,1966,34.851803
Luxembourg,LUX,1967,33.82433
Luxembourg,LUX,1968,36.37062
Luxembourg,LUX,1969,38.96762
Luxembourg,LUX,1970,40.475006
Luxembourg,LUX,1971,38.581238
Luxembourg,LUX,1972,38.988323
Luxembourg,LUX,1973,40.59391
Luxembourg,LUX,1974,41.047718
Luxembourg,LUX,1975,33.544598
Luxembourg,LUX,1976,33.32911
Luxembourg,LUX,1977,30.574385
Luxembourg,LUX,1978,32.90406
Luxembourg,LUX,1979,33.510323
Luxembourg,LUX,1980,30.443203
Luxembourg,LUX,1981,26.025719
Luxembourg,LUX,1982,24.447992
Luxembourg,LUX,1983,22.887058
Luxembourg,LUX,1984,24.616035
Luxembourg,LUX,1985,25.204838
Luxembourg,LUX,1986,24.746542
Luxembourg,LUX,1987,23.782467
Luxembourg,LUX,1988,24.367577
Luxembourg,LUX,1989,26.120216
Luxembourg,LUX,1990,31.01004
Luxembourg,LUX,1991,32.202354
Luxembourg,LUX,1992,31.18512
Luxembourg,LUX,1993,31.143454
Luxembourg,LUX,1994,28.709126
Luxembourg,LUX,1995,22.450573
Luxembourg,LUX,1996,22.269045
Luxembourg,LUX,1997,20.443844
Luxembourg,LUX,1998,18.121647
Luxembourg,LUX,1999,18.930565
Luxembourg,LUX,2000,19.993763
Luxembourg,LUX,2001,20.866737
Luxembourg,LUX,2002,22.38896
Luxembourg,LUX,2003,23.173029
Luxembourg,LUX,2004,25.839106
Luxembourg,LUX,2005,26.002728
Luxembourg,LUX,2006,25.233503
Luxembourg,LUX,2007,23.584751
Luxembourg,LUX,2008,22.888844
Luxembourg,LUX,2009,21.368706
Luxembourg,LUX,2010,22.09173
Luxembourg,LUX,2011,21.425722
Luxembourg,LUX,2012,20.48164
Luxembourg,LUX,2013,19.013021
Luxembourg,LUX,2014,17.67422
